site;date;month;id;area;wet_weight;dry_weight;burned_weight;pom
Hout Bay East;25/2/2018;Feb ;HBE7;cleared;10;9.722;9.471;0.251
Hout Bay East;25/2/2018;Feb ;HBE8;cleared;10.024;9.846;9.114;0.732
Hout Bay East;25/2/2018;Feb ;HBE9;cleared;10.083;9.881;8.537;1.344
Muizenberg;25/2/2018;Feb ;M1;non_cleared;10.294;9.025;8.913;0.112
Muizenberg;25/2/2018;Feb ;M10;cleared;10.39;10.361;10.28;0.081
Muizenberg;25/2/2018;Feb ;M2;non_cleared;10.178;9.93;9.855;0.075
Muizenberg;25/2/2018;Feb ;M4;non_cleared;10.772;10.746;10.597;0.149
Muizenberg;25/2/2018;Feb ;M5;non_cleared;10.708;9.997;9.896;0.101
Muizenberg;25/2/2018;Feb ;M6;cleared;10.554;9.551;9.507;0.044
Muizenberg;25/2/2018;Feb ;M7;cleared;10.206;9.984;9.972;0.012
Muizenberg;25/2/2018;Feb ;M8;cleared;10.208;9.758;9.711;0.047
Muizenberg;25/2/2018;Feb ;M9;cleared;10.044;9.834;9.761;0.073
Muizenberg;25/3/2018;Mar ;M3;non_cleared;10.39;10.17;10.062;0.108
Fish Hoek;27/4/2018;Apr;FH1;non_cleared;10.752;6.303;6.002;0.301
Fish Hoek;27/4/2018;Apr;FH10;non_cleared;10.119;6.349;6.173;0.176
Fish Hoek;27/4/2018;Apr;FH2;non_cleared;10.426;8.263;7.789;0.474
Fish Hoek;27/4/2018;Apr;FH3;non_cleared;10.375;6.457;6.213;0.244
Fish Hoek;27/4/2018;Apr;FH4;non_cleared;10.317;7.588;7.033;0.555
Fish Hoek;27/4/2018;Apr;FH5;non_cleared;10.515;9.957;9.826;0.131
Fish Hoek;27/4/2018;Apr;FH6;cleared;10.796;5.974;5.512;0.462
Fish Hoek;27/4/2018;Apr;FH7;cleared;10.378;8.011;7.384;0.627
Fish Hoek;27/4/2018;Apr;FH8;cleared;10.252;7.455;7.283;0.172
Fish Hoek;27/4/2018;Apr;FH9;cleared;10.137;7.304;7.261;0.043
Hout Bay East;27/4/2018;Apr;HBE1;non_cleared;10.913;9.026;8.692;0.334
Hout Bay East;27/4/2018;Apr;HBE10;cleared;10.318;9.262;8.835;0.427
Hout Bay East;27/4/2018;Apr;HBE2;non_cleared;10.103;7.152;7.1;0.052
Hout Bay East;27/4/2018;Apr;HBE3;non_cleared;10.768;8.851;8.588;0.263
Hout Bay East;27/4/2018;Apr;HBE4;non_cleared;10.324;8.78;6.108;2.672
Hout Bay East;27/4/2018;Apr;HBE5;non_cleared;10.203;10.03;8.237;1.793
Hout Bay East;27/4/2018;Apr;HBE6;cleared;10.339;6.597;5.858;0.739
Hout Bay East;27/4/2018;Apr;HBE7;cleared;10.179;9.122;8.854;0.268
Hout Bay East;27/4/2018;Apr;HBE8;cleared;10.776;7.619;7.225;0.394
Hout Bay East;27/4/2018;Apr;HBE9;cleared;10.941;9.5;9.403;0.097
Hout Bay West;27/4/2018;Apr;HBW1;non_cleared;10.388;10.269;9.787;0.482
Hout Bay West;27/4/2018;Apr;HBW10;cleared;10.146;9.121;9.039;0.082
Hout Bay West;27/4/2018;Apr;HBW2;non_cleared;10.568;7.491;7.31;0.181
Hout Bay West;27/4/2018;Apr;HBW3;non_cleared;10.736;9.929;9.023;0.906
Hout Bay West;27/4/2018;Apr;HBW4;non_cleared;10.651;8.456;8.365;0.091
Hout Bay West;27/4/2018;Apr;HBW5;non_cleared;10.971;10.856;10.571;0.285
Hout Bay West;27/4/2018;Apr;HBW6;cleared;10.358;9.584;8.843;0.741
Hout Bay West;27/4/2018;Apr;HBW7;cleared;10.822;10.193;10.03;0.163
Hout Bay West;27/4/2018;Apr;HBW8;cleared;10.462;9.669;9.348;0.321
Hout Bay West;27/4/2018;Apr;HBW9;cleared;10.252;7.411;6.877;0.534
Fish Hoek;28/3/2018;Mar ;FH1;non_cleared;10.561;8.319;8.245;0.074
Fish Hoek;28/3/2018;Mar ;FH10;cleared;10.838;7.785;7.704;0.081
Fish Hoek;28/3/2018;Mar ;FH2;non_cleared;10.925;8.498;6.44;2.058
Fish Hoek;28/3/2018;Mar ;FH3;non_cleared;10.257;7.974;7.932;0.042
Fish Hoek;28/3/2018;Mar ;FH4;non_cleared;10.449;7.238;6.657;0.581
Fish Hoek;28/3/2018;Mar ;FH5;non_cleared;10.632;9.978;9.942;0.036
Fish Hoek;28/3/2018;Mar ;FH6;cleared;10.765;9.076;8.313;0.763
Fish Hoek;28/3/2018;Mar ;FH7;cleared;10.44;7.69;7.662;0.028
Fish Hoek;28/3/2018;Mar ;FH8;cleared;10.658;8.259;7.896;0.363
Fish Hoek;28/3/2018;Mar ;FH9;cleared;10.107;9.603;8.989;0.614
Hout Bay East;28/3/2018;Mar ;HBE1;non_cleared;10.078;8.116;8.012;0.104
Hout Bay East;28/3/2018;Mar ;HBE10;non_cleared;10.127;9.543;9.513;0.03
Hout Bay East;28/3/2018;Mar ;HBE2;cleared;10.216;9.845;9.635;0.21
Hout Bay East;28/3/2018;Mar ;HBE3;non_cleared;10.472;7.529;7.36;0.169
Hout Bay East;28/3/2018;Mar ;HBE4;non_cleared;10.124;9.923;9.914;0.009
Hout Bay East;28/3/2018;Mar ;HBE5;non_cleared;10.879;10.549;10.454;0.095
Hout Bay East;28/3/2018;Mar ;HBE6;cleared;10.876;10.245;10.056;0.189
Hout Bay East;28/3/2018;Mar ;HBE7;cleared;10.179;9.122;8.854;0.268
Hout Bay East;28/3/2018;Mar ;HBE8;cleared;10.326;9.939;9.766;0.173
Hout Bay East;28/3/2018;Mar ;HBE9;cleared;10.565;10.021;9.901;0.12
Hout Bay West;28/3/2018;Mar ;HBW1;non_cleared;10.016;6.894;6.49;0.404
Hout Bay West;28/3/2018;Mar ;HBW10;cleared;10.766;10.291;10.142;0.149
Hout Bay West;28/3/2018;Mar ;HBW2;non_cleared;10.112;6.85;6.405;0.445
Hout Bay West;28/3/2018;Mar ;HBW3;non_cleared;10.707;9.367;9.017;0.35
Hout Bay West;28/3/2018;Mar ;HBW4;non_cleared;10.287;9.449;9.411;0.038
Hout Bay West;28/3/2018;Mar ;HBW5;non_cleared;10.667;9.965;9.842;0.123
Hout Bay West;28/3/2018;Mar ;HBW6;cleared;10.275;9.942;9.358;0.584
Hout Bay West;28/3/2018;Mar ;HBW7;cleared;10.372;8.778;6.831;1.947
Hout Bay West;28/3/2018;Mar ;HBW8;cleared;10.441;7.487;5.612;1.875
Hout Bay West;28/3/2018;Mar ;HBW9;cleared;10.227;9.315;9.295;0.02
Fish Hoek;30/3/2018;Mar ;FH1;non_cleared;10.187;8.847;8.739;0.108
Fish Hoek;30/3/2018;Mar ;FH10;cleared;10.652;8.377;7.869;0.508
Fish Hoek;30/3/2018;Mar ;FH2;non_cleared;10.788;10.234;10.1;0.134
Fish Hoek;30/3/2018;Mar ;FH3;non_cleared;10.563;7.42;7.002;0.418
Fish Hoek;30/3/2018;Mar ;FH4;non_cleared;10.627;8.228;8.036;0.192
Fish Hoek;30/3/2018;Mar ;FH5;non_cleared;10.059;9.521;9.217;0.304
Fish Hoek;30/3/2018;Mar ;FH6;cleared;10.681;7.234;6.999;0.235
Fish Hoek;30/3/2018;Mar ;FH7;cleared;10.9;8.712;8.655;0.057
Fish Hoek;30/3/2018;Mar ;FH8;cleared;10.137;6.862;6.658;0.204
Fish Hoek;30/3/2018;Mar ;FH9;cleared;10.851;8.611;8.423;0.188
Hout Bay East;30/3/2018;Mar ;HBE1;non_cleared;10.268;9.058;9.03;0.028
Hout Bay East;30/3/2018;Mar ;HBE10;cleared;10.024;9.444;9.344;0.1
Hout Bay East;30/3/2018;Mar ;HBE2;non_cleared;10.459;9.943;9.869;0.074
Hout Bay East;30/3/2018;Mar ;HBE3;non_cleared;10.409;9.617;9.514;0.103
Hout Bay East;30/3/2018;Mar ;HBE4;non_cleared;10.427;9.492;8.989;0.503
Hout Bay East;30/3/2018;Mar ;HBE5;non_cleared;10.038;9.262;9.261;0.001
Hout Bay East;30/3/2018;Mar ;HBE6;cleared;10.545;8.415;8.027;0.388
Hout Bay East;30/3/2018;Mar ;HBE7;cleared;10.106;7.047;6.751;0.296
Hout Bay East;30/3/2018;Mar ;HBE8;cleared;10.083;9.328;9.123;0.205
Hout Bay East;30/3/2018;Mar ;HBE9;cleared;10.097;9.461;9.453;0.008
Hout Bay West;30/3/2018;Mar ;HBW1;non_cleared;10.152;6.556;6.5;0.056
Hout Bay West;30/3/2018;Mar ;HBW10;cleared;10.466;9.595;9.469;0.126
Hout Bay West;30/3/2018;Mar ;HBW2;non_cleared;10.815;9.726;9.58;0.146
Hout Bay West;30/3/2018;Mar ;HBW3;non_cleared;10.403;8.089;7.789;0.3
Hout Bay West;30/3/2018;Mar ;HBW4;non_cleared;10.815;9.726;9.58;0.146
Hout Bay West;30/3/2018;Mar ;HBW5;non_cleared;10.248;9.464;9.338;0.126
Hout Bay West;30/3/2018;Mar ;HBW6;cleared;10.191;7.337;6.582;0.755
Hout Bay West;30/3/2018;Mar ;HBW7;cleared;10.405;8.246;7.252;0.994
Hout Bay West;30/3/2018;Mar ;HBW8;cleared;10.035;8.365;7.865;0.5
Hout Bay West;30/3/2018;Mar ;HBW9;cleared;10.402;9.005;8.665;0.34
